Instance,Submission Date,Submitter,Duration,District,Kumban,Village,DELETED - Village Phin,Source type,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,Yield (s),Women user,Men,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Name RWS,Photo Pt 1,Lat,Lon,Elev,Geo code,Functionality,Quantity,Quality,Accessibility,Reliability,Photo of Source
302184,12-09-2014 06:50:48 UTC,_.____,0:08:14,Atsaphone,Judsumnapord,"13-XX-046-???? ????????-""Tonphosee",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7cf9239c-a838-409f-be1e-a66d94343d06.jpg,Yes,Not well,16,4,6,Community,Yes,,Community,National institution,National institution,10 to 20,Community,When break down,________ ____._______,https://akvoflow-34.s3.amazonaws.com/images/7dca76be-cf67-47ca-a565-947f86a0700a.jpg,16.92081364,105.4286589,143.1,5zxba0p1q,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/7cf9239c-a838-409f-be1e-a66d94343d06.jpg
311053,10-09-2014 23:52:05 UTC,_._______ _______,0:18:47,Atsaphone,Judsumkaengmom,"13-XX-038-???? ?????????-""Khokkatai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6bdf08bf-0b27-4a16-97cc-e4e1f9ec3a5d.jpg,Yes,Works well,20,6,3,School,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,________________________,https://akvoflow-34.s3.amazonaws.com/images/630caed4-bba9-4de1-a84b-eed39399c539.jpg,17.06658356,105.370559,150.8,61sa1pog9,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/6bdf08bf-0b27-4a16-97cc-e4e1f9ec3a5d.jpg
311217,12-09-2014 04:46:42 UTC,Kayson,0:23:58,Atsaphone,Judsumphonengarm,"13-XX-022-???? ??????-""Phontoum",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ab9853e6-75d7-4034-8a9c-5d971efe5a38.jpg,Yes,Works well,11,6,5,Community,Yes,,Community,International NGO,International NGO,< 5,Community,No payment,______________,https://akvoflow-34.s3.amazonaws.com/images/a95eb3f0-d417-4a81-a7c6-ad150a41c55f.jpg,16.89830554,105.264473,157.4,5zmz058mc,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/ab9853e6-75d7-4034-8a9c-5d971efe5a38.jpg
320925,07-09-2014 07:02:36 UTC,_ ________,0:14:29,Atsaphone,Judsumnapord,"13-XX-047-????????????-""Xaiphonsim",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba92f245-c42a-4752-b90c-87409a8025fc.jpg,No,Doesn't work,,5,2,Community|Wat,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,___,https://akvoflow-34.s3.amazonaws.com/images/31c03998-8d62-4195-b2e7-9dad260dc82a.jpg,16.92834212,105.3866942,144.8,600rt6pwq,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/ba92f245-c42a-4752-b90c-87409a8025fc.jpg
320975,12-09-2014 04:31:22 UTC,_ ________,0:11:28,Atsaphone,Kumban 1,"13-01-006-???? ?????????-""Nahangnoi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/425e0bbe-b1d2-4f97-a705-0f4e3fe31dd9.jpg,Yes,Works well,21,8,1,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,_ _____,https://akvoflow-34.s3.amazonaws.com/images/eae7e655-4e1e-4522-becc-b76991caea8f.jpg,16.89286802,105.3737713,185.8,5zkh1b6ll,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/425e0bbe-b1d2-4f97-a705-0f4e3fe31dd9.jpg
320977,12-09-2014 04:45:00 UTC,_ _____,0:08:58,Atsaphone,Kumban 02,"13-02-009-???? ???????-""Dongthada",,Ground / Spring,Borehole,Motor pump,,,Yes,Motor pump,1,https://akvoflow-34.s3.amazonaws.com/images/44b7a7a0-976e-4f30-96eb-b6bcc0a0cff9.jpg,Yes,Works well,22,6,2,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,_ ___,https://akvoflow-34.s3.amazonaws.com/images/2a4862fb-0958-45d2-b75c-c5f1d0ed15aa.jpg,16.81086742,105.3452614,138.7,5yiswmlfw,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/44b7a7a0-976e-4f30-96eb-b6bcc0a0cff9.jpg
321003,12-09-2014 06:45:07 UTC,_.______ __________,0:13:31,Atsaphone,Judsumnalaw,"13-XX-057-???? ???????-""Nalaw",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9dd8cf9e-d69e-4b29-9c35-c1cd68a431d8.jpg,Yes,Not well,35,5,4,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,No payment,___ ______,https://akvoflow-34.s3.amazonaws.com/images/39de4558-5bda-46a7-ac61-7a104389e114.jpg,16.83685003,105.4667217,140.3,5yuqqeiq3,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/9dd8cf9e-d69e-4b29-9c35-c1cd68a431d8.jpg
321047,12-09-2014 03:47:21 UTC,Kayson,0:47:55,Atsaphone,Judsumphonengarm,"13-XX-028-?????????-""Kathinggnai",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/e8e126e5-7e47-4135-b875-632a9eaabb64.jpg,Yes,Works well,53,2,1,School|Health center,Yes,,National institution,International NGO,International NGO,10 to 20,National institution,Fuel / Electricity,_______,https://akvoflow-34.s3.amazonaws.com/images/c2ecd038-6ee2-4ec3-a4cd-dfccae8ede71.jpg,16.88599485,105.2124424,137.8,5zhbf37fg,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e8e126e5-7e47-4135-b875-632a9eaabb64.jpg
321240,12-09-2014 03:02:26 UTC,_. ________   _. _____,0:24:19,Atsaphone,Judsumnalaw,"13-XX-059-???? ??????????-""Singsavang",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8091f182-258c-47c2-b3ef-7566fec52427.jpg,Yes,Works well,6,6,8,Community,Yes,,Community,Community,Community,>20,Community,Community box,______,https://akvoflow-34.s3.amazonaws.com/images/ca7d909c-e812-4dec-9d89-f9a070946917.jpg,16.81514552,105.436241,149.5,5ykrotva2,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/8091f182-258c-47c2-b3ef-7566fec52427.jpg
321331,12-09-2014 09:07:07 UTC,_. ________   _. _____,0:12:33,Atsaphone,Judsumnapord,"13-XX-048-???? ?????-""Napord",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1a9b81bf-f9ec-455b-8408-2c0abb45b35d.jpg,Yes,Works well,16,7,7,School,Yes,,Community,National institution,National institution,< 5,Community,Community box,_______________,https://akvoflow-34.s3.amazonaws.com/images/beb63ee2-8351-4bbd-a643-06b8c1c5d4da.jpg,16.91321089,105.41259,134.8,5zttl6be5,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/1a9b81bf-f9ec-455b-8408-2c0abb45b35d.jpg
321357,07-09-2014 03:16:02 UTC,___ _____ _____________ +____ ______,0:12:55,Atsaphone,Kumban 1,"13-01-007-???? ??????-""Kudkaen",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/fd5cc3f9-106d-48d4-afca-47e25fbef685.jpg,Yes,Not well,17,2,0,Community,Yes,,Community,National institution,International NGO,5 to 10,National institution,No payment,________,https://akvoflow-34.s3.amazonaws.com/images/bb92345b-f3d6-4630-bb69-34e34adf4d43.jpg,16.89969889,105.3473237,156,5znlzps4h,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/fd5cc3f9-106d-48d4-afca-47e25fbef685.jpg
321506,12-09-2014 02:36:25 UTC,_. ________ ______,0:08:03,Atsaphone,Kumban 04,"13-04-018-???? ???????-""Somhong",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f1b00056-4bbc-4fd7-86d5-bc89d8afa7d4.jpg,Yes,Works well,12,5,4,Wat,Yes,,Community,Community,Community,< 5,Community,No payment,_______ _______,https://akvoflow-34.s3.amazonaws.com/images/3942ef94-47bf-4962-ab8d-ec24447bc099.jpg,16.93594471,105.2941705,144.1,6049i12q5,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f1b00056-4bbc-4fd7-86d5-bc89d8afa7d4.jpg
321586,12-09-2014 04:40:43 UTC,_. ________ ______,0:09:22,Atsaphone,Judsumphonengarm,"13-XX-026-??????-""Phonphaeng",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9e4d1c0d-3bdd-4862-a0d7-a0cff12b3a74.jpg,Yes,Works well,10,3,3,Community,Yes,,Community,Community,Community,5 to 10,Community,When break down,_____ ____ _____,https://akvoflow-34.s3.amazonaws.com/images/3c6fa369-4c16-47e4-a0bb-96460ecd27f4.jpg,16.92416071,105.2264596,154.1,5zyuois14,Partial functionality,Met,Not met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/9e4d1c0d-3bdd-4862-a0d7-a0cff12b3a74.jpg
321652,12-09-2014 08:41:12 UTC,_. _________,0:13:35,Atsaphone,Kumban 03,"13-03-014-???? ???????????-""Nakhawmin",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f420c201-7bbe-47b2-9c2b-07257c0fe48e.jpg,Yes,Works well,7,1,4,Community,Yes,,Community,Community,Community,>20,Community,No payment,_____________,https://akvoflow-34.s3.amazonaws.com/images/ae633c69-72ca-49f3-85a0-5fcd010d8ca9.jpg,16.88149744,105.2846283,152.7,5zf8zwlri,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f420c201-7bbe-47b2-9c2b-07257c0fe48e.jpg
321711,12-09-2014 08:57:27 UTC,___ _______,0:21:48,Atsaphone,Kumban 04,"13-04-017-???? ??????-""Kudsung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e38b4c08-847b-41d2-8717-d3707a07053c.jpg,Yes,Works well,13,5,3,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,Community box,______,https://akvoflow-34.s3.amazonaws.com/images/d78bc80d-8422-4c70-86aa-67c0e1cf3b9a.jpg,16.90489251,105.3073257,140,5zpzzntht,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e38b4c08-847b-41d2-8717-d3707a07053c.jpg
330912,11-09-2014 12:25:57 UTC,____. ______,0:09:32,Atsaphone,Judsumphonengarm,"13-XX-030-????????-""Tatkhadaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/17615703-e58e-4104-8215-671f4f250ee3.jpg,Yes,Not well,34,4,6,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,_____,https://akvoflow-34.s3.amazonaws.com/images/100d5884-602e-4afb-96ea-fcb86e345eaf.jpg,16.92661277,105.150556,181.2,5zzz76rjl,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/17615703-e58e-4104-8215-671f4f250ee3.jpg
331113,12-09-2014 05:05:59 UTC,Kayson,0:19:07,Atsaphone,Judsumphonengarm,"13-XX-022-???? ??????-""Phontoum",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3626701d-f8ef-4ff5-8415-fe27d6dfbfbc.jpg,No,Doesn't work,,5,7,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,________ _._____,https://akvoflow-34.s3.amazonaws.com/images/a03aae33-74ee-48ca-b7e2-96f17d758d48.jpg,16.89690995,105.2648627,150.6,5zmbumdpk,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/3626701d-f8ef-4ff5-8415-fe27d6dfbfbc.jpg
331114,12-09-2014 06:56:51 UTC,_____,0:12:54,Atsaphone,Judsumphonengarm,"13-XX-026-??????-""Phonphaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ff92d590-b30a-42f1-9a8e-09acc2aa555c.jpg,No,Doesn't work,,2,11,Community,No,Not working,Community,International NGO,International NGO,>20,Community,,________ _.______,https://akvoflow-34.s3.amazonaws.com/images/63905700-eb43-4026-94b6-3d3aefb63694.jpg,16.89355649,105.2190005,163.2,5zksg48ta,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/ff92d590-b30a-42f1-9a8e-09acc2aa555c.jpg
331181,12-09-2014 03:01:14 UTC,___ _______,0:18:25,Atsaphone,Judsumnapord,"13-XX-045-???? ?????-""Nanhorn",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/efceabfc-f290-41ad-aef3-076f13b6ea11.jpg,No,Doesn't work,,5,3,Community|School,No,Not working,National institution,International NGO,International NGO,< 5,National institution,,______,https://akvoflow-34.s3.amazonaws.com/images/e5da313a-36cc-4d92-89cf-1f8593a254a8.jpg,16.93056525,105.4874752,184.9,601six1ne,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/efceabfc-f290-41ad-aef3-076f13b6ea11.jpg
331219,12-09-2014 09:08:25 UTC,_.______ __________,0:21:02,Atsaphone,Judsumnalaw,"13-XX-053-???? ?????-""Nakharm",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/89ba5ffb-cba6-4d13-af10-e6d1beea97e8.jpg,Yes,Not well,23,4,3,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,___________ ___,https://akvoflow-34.s3.amazonaws.com/images/7c10208e-6f06-4068-b473-fae9e8bbd9b9.jpg,16.85821002,105.4728874,153.1,5z4jzlg94,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/89ba5ffb-cba6-4d13-af10-e6d1beea97e8.jpg
331236,12-09-2014 04:44:31 UTC,___ _______,0:15:32,Atsaphone,Judsumnalaw,"13-XX-055-???? ????????-""Dongkhankham",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e4fbad80-cf02-4d0c-bd02-588328aa5494.jpg,Yes,Not well,60,4,3,Community,Yes,,Community,Community,Community,10 to 20,Community,Community box,_______________ ___,https://akvoflow-34.s3.amazonaws.com/images/38396b55-45e0-4285-a679-892c9dbd9235.jpg,16.88391792,105.5524185,175.3,5zgd0pns4,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e4fbad80-cf02-4d0c-bd02-588328aa5494.jpg
331248,12-09-2014 08:41:00 UTC,___ _______,0:44:18,Atsaphone,Judsumnalaw,"13-XX-055-???? ????????-""Dongkhankham",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5ac5b6d8-cbeb-4152-9615-202a4cf4650e.jpg,No,Doesn't work,,3,5,Community,No,Not working,Community,Community,Community,10 to 20,Community,,____________ ___,https://akvoflow-34.s3.amazonaws.com/images/edb65471-aa26-4da0-8791-c2b00ec04a66.jpg,16.88487259,105.5516786,183.1,5zgsw9sik,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/5ac5b6d8-cbeb-4152-9615-202a4cf4650e.jpg
331286,12-09-2014 09:39:07 UTC,_.______ __________,0:20:27,Atsaphone,Judsumnalaw,"13-XX-052-???? ?????-""Viengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d3e7c102-be78-4bd5-ad1b-474a5c5e4dcb.jpg,Yes,Works well,21,6,4,Community|School,Yes,,Community,National institution,National institution,< 5,Community,No payment,__ _____ _____,https://akvoflow-34.s3.amazonaws.com/images/ff453a43-8cd2-4c48-bd95-b1cc0fc732c3.jpg,16.88021319,105.4565066,138.3,5zenttsrp,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/d3e7c102-be78-4bd5-ad1b-474a5c5e4dcb.jpg
331472,12-09-2014 08:26:13 UTC,___ _____ _____________ +____ ______,0:12:28,Atsaphone,Directly under district,"13-XX-002-????????-""Nakudjarn",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/40460e99-4aa7-4d69-885b-24d91607987d.jpg,Yes,Works well,9,3,1,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,____ ____,https://akvoflow-34.s3.amazonaws.com/images/3e65c40a-fe24-49bb-a7ce-9cd0422aa0b5.jpg,16.83910735,105.327595,142.5,5yvrxzsrf,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/40460e99-4aa7-4d69-885b-24d91607987d.jpg
331502,12-09-2014 02:28:15 UTC,_. ________ ______,0:07:22,Atsaphone,Kumban 04,"13-04-018-???? ???????-""Somhong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/772ef7c3-521b-4e95-a9f6-feba22e15865.jpg,Yes,Works well,15,4,2,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,No payment,_____ ____ ____,https://akvoflow-34.s3.amazonaws.com/images/614126af-effd-47e5-913d-05f09d43697c.jpg,16.94648962,105.2771831,164.9,6093t9un7,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/772ef7c3-521b-4e95-a9f6-feba22e15865.jpg
331525,12-09-2014 03:12:05 UTC,_. _________ __________,0:10:27,Atsaphone,Kumban 03,"13-03-016-???? ?????????-""Namarkkea",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d7c73086-cf16-43b5-ad17-04b2213497e4.jpg,Yes,Works well,13,5,6,Community,Yes,,Community,International NGO,International NGO,5 to 10,International NGO,When break down,____ _____,https://akvoflow-34.s3.amazonaws.com/images/2bcb2bee-bb84-4d9f-aa39-77d97c8a4306.jpg,16.89100425,105.2920036,116.5,5zjm9wws8,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/d7c73086-cf16-43b5-ad17-04b2213497e4.jpg
331569,12-09-2014 04:16:09 UTC,_. _________ __________,0:14:38,Atsaphone,Kumban 03,"13-03-016-???? ?????????-""Namarkkea",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1658a1a6-cb6b-4372-8b95-fc9edbab35e0.jpg,Yes,Works well,5,6,6,Community,Yes,,Community,Community,Community,>20,Community,When break down,__ ____ ___,https://akvoflow-34.s3.amazonaws.com/images/3cea3237-55fc-4fab-aa71-6d01e0d19686.jpg,16.89222695,105.2916552,129.9,5zk6g9qt0,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/1658a1a6-cb6b-4372-8b95-fc9edbab35e0.jpg
331590,12-09-2014 04:27:41 UTC,_. _________ __________,0:14:55,Atsaphone,Judsumphonengarm,"13-XX-028-?????????-""Kathinggnai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c66e7390-9979-471a-9f84-e6a2c14b0c0f.jpg,Yes,Works well,16,6,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,___ __,https://akvoflow-34.s3.amazonaws.com/images/df36cb99-8323-4333-9296-ff18ba2e7c9c.jpg,16.88865736,105.2153874,138.5,5zijes8l5,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/c66e7390-9979-471a-9f84-e6a2c14b0c0f.jpg
331659,12-09-2014 05:01:30 UTC,_. ________ ______,0:08:00,Atsaphone,Kumban 04,"13-04-019-???? ??????-""Donkoong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d590bfc9-f1e7-47eb-a241-5ad054f74922.jpg,Yes,Works well,12,5,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,_____ ____ _____,https://akvoflow-34.s3.amazonaws.com/images/fb7d1ef7-a27d-41c3-9753-364b2809fda3.jpg,16.92157327,105.2556208,158.3,5zxnui3gs,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/d590bfc9-f1e7-47eb-a241-5ad054f74922.jpg
351214,06-09-2014 03:27:59 UTC,_. _________ __________,0:15:34,Atsaphone,Kumban 03,"13-03-013-???? ???????-""Naduea",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/825bc602-56d1-4f73-bccf-179cc82d157a.jpg,Yes,Works well,10,4,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,____ ___ ________,https://akvoflow-34.s3.amazonaws.com/images/2edace83-f295-4530-a411-f443220ba4f3.jpg,16.85831454,105.3164247,134.4,5z4ln4rjg,No functionality,Met,Not met,Not met,Not met,https://akvoflow-34.s3.amazonaws.com/images/825bc602-56d1-4f73-bccf-179cc82d157a.jpg
360961,05-09-2014 01:57:11 UTC,___ _____ ________,0:14:01,Atsaphone,Kumban 1,"13-01-004-???? ????????-""Nondern",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/5ac523e0-73e2-41b6-8530-e2f6a8d634a4.jpg,Yes,Works well,17,2,1,Community,Yes,,Private,Community,National association,10 to 20,Private,Fuel / Electricity,_.______ ________,https://akvoflow-34.s3.amazonaws.com/images/4b92a488-a01b-4185-be2e-49d18e3056e3.jpg,16.8679663,105.340241,142.3,5z918hrdm,Partial functionality,Met,Met,Met,Not met,https://akvoflow-34.s3.amazonaws.com/images/5ac523e0-73e2-41b6-8530-e2f6a8d634a4.jpg
371001,04-09-2014 09:14:29 UTC,_._____,0:05:50,Atsaphone,Kumban 1,"13-01-004-???? ????????-""Nondern",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0dcc8b3d-a4b2-4811-9094-84950ac58c30.jpg,No,Doesn't work,,0,1,Community,No,Not working,National association,National association,National association,10 to 20,Community,,_. ___,https://akvoflow-34.s3.amazonaws.com/images/ea8ee68f-639a-459a-8234-565ebd41eb1b.jpg,16.86933176,105.339346,139.3,5z9nw5m4x,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/0dcc8b3d-a4b2-4811-9094-84950ac58c30.jpg
371218,06-09-2014 02:51:48 UTC,_._______ _______,0:15:42,Atsaphone,Kumban 03,"13-03-013-???? ???????-""Naduea",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a7f0d5dd-ff74-42c1-a967-80512e00d05f.jpg,No,Doesn't work,,0,2,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,____ _____,https://akvoflow-34.s3.amazonaws.com/images/ba387796-a9c6-4eef-8d6b-cc3e879d1e98.jpg,16.86353625,105.3042331,171.5,5z6zyzh82,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/a7f0d5dd-ff74-42c1-a967-80512e00d05f.jpg
371220,06-09-2014 02:47:48 UTC,_._______ _______,0:15:33,Atsaphone,Kumban 03,"13-03-013-???? ???????-""Naduea",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d36115c7-145b-47f3-863a-6d6748a7de71.jpg,Yes,Works well,20,0,2,School,Yes,,______,International NGO,International NGO,5 to 10,______,Time,______,https://akvoflow-34.s3.amazonaws.com/images/6bfac2a2-153c-4b76-849d-c4434da90f96.jpg,16.86260244,105.3032065,167,5z6klacmg,No functionality,Not met,Met,Not met,Not met,https://akvoflow-34.s3.amazonaws.com/images/d36115c7-145b-47f3-863a-6d6748a7de71.jpg
381051,11-09-2014 02:15:30 UTC,____ ______,0:08:23,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-033-???? ??????-""Nanoi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/be9421b6-1636-40d7-a910-e9cf899175c3.jpg,Yes,Not well,39,5,4,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,______,https://akvoflow-34.s3.amazonaws.com/images/3ebd5f28-69aa-49a7-8451-49542d6d6478.jpg,17.08707089,105.1843147,125.4,621owxg77,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/be9421b6-1636-40d7-a910-e9cf899175c3.jpg
420985,13-10-2014 04:02:21 UTC,_______,0:03:52,Phin,Khet 07,"04-07-039-?.??????-""Kangmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/29fb7107-2f2e-4ef8-ad85-cedee1240e95.jpg,Yes,Works well,22,6,1,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,Community box,_ __,https://akvoflow-34.s3.amazonaws.com/images/743f8b0d-a741-4490-86cd-75b4bb09204a.jpg,16.6080807,105.9051551,181.4,5vxnankdn,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/29fb7107-2f2e-4ef8-ad85-cedee1240e95.jpg
420986,13-10-2014 04:14:15 UTC,_______,0:02:05,Phin,Khet 07,"04-07-039-?.??????-""Kangmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dfde0fdc-efc3-49f1-b14b-f523c266173a.jpg,No,,,2,1,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,_ ___,https://akvoflow-34.s3.amazonaws.com/images/eeb5cb36-1813-4b7c-9429-d10042d4d87b.jpg,16.60818024,105.9061321,166.8,5vxoy6wvp,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/dfde0fdc-efc3-49f1-b14b-f523c266173a.jpg
