Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
mpek-8w03-bd34,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",2,5,2,,2,13,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5f9ad497-1e29-46d9-aa35-0563046c799a.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/1f0086b3-4a11-46dd-ba26-2bb037072844.jpg,16.37208882,106.0812157,13,Nobody,,,12,12,,,,
n15u-hrx8-dmg3,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",2,5,2,,2,40,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3d95938c-2815-48a4-bd72-3570e2f8aa98.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/a7e642b4-6773-43a6-9477-e2b19b8073de.jpg,16.39898675,106.0699081,40,All,Good taste,,12,12,,,,
pbdk-32bt-5fsy,41925,_______,13 - 04 - Phin,"04-10-074-_.________-""Alouamay",2,5,2,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8911ae72-23c5-4fdc-9839-3da487a5e8cd.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/8bb1c16a-8c1a-43a1-8719-c01b03d7317a.jpg,16.56909143,105.7723357,10,Nobody,,,12,12,,,,
pugn-mw9u-r5ty,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",3,5,2,,2,4,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/69c82386-003c-4ad1-9b3c-86dcaa794f87.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/88d798c7-0e8f-4e6e-9d8e-870b6d207fea.jpg,16.37343518,106.0816418,4,Many,________,,12,12,,,,
qt4f-sdvd-6r1t,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,5,4,,4,11,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8526c778-9e5a-4f86-96ec-619f4bce5f8d.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/657a4c45-fc18-4627-bb73-dfc3c9f389af.jpg,16.65440838,105.9319438,11,All,Good colour,,12,12,,,,
rfmk-rxpm-6s57,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",5,1,1,,1,0,0,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5545a212-091f-42c4-9b54-ef9fddeddeaa.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/285e553c-eb28-48a7-97fb-064c54895c0b.jpg,16.4086306,106.0689324,,All,________,,,,,,,
sjry-qbh5-jc9j,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,5,4,,4,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c2ba647f-cfa7-4232-9ae1-1dc923373d61.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/20b47295-83cc-4e44-a944-364fb67663e2.jpg,16.65560539,105.9310176,15,All,Good colour,,12,12,,,,
teng-tqju-n2pj,41925,_______,13 - 04 - Phin,"04-07-041-_.______ 9-""Mailekkaw",2,2,4,,2,3,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/84b9240b-c0b5-4b49-9dd8-2d4d115d4574.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/e34817a1-1ee8-4922-9f23-e4c6ce583714.jpg,16.58288908,105.8834371,3,Few,Not hard,,12,12,,,,
tu6d-8qsb-k88w,41925,_____ Kayson,13 - 04 - Phin,"04-08-056-_.__________-""Naxaengkaw",5,4,4,,4,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3e032a1f-bd1f-4b50-be83-d4e8f698abb1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/8124c59e-a5a3-4cbd-a6c5-30f0762ec35a.jpg,16.64314731,105.9333721,2,All,Good colour,,12,12,,,,
tyun-2ft7-3je8,41925,_______,13 - 04 - Phin,"04-10-078-_.___________-""Alouynoi",2,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/78df9c53-a243-4968-bb4e-36cd1f186248.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/3e3b2c50-eed3-46e0-943f-de8274df21d9.jpg,16.54224997,105.7795693,,Nobody,,,,,,,,
ubt8-as65-bfv0,41925,___ ______ _______,13 - 04 - Phin,"04-06-038-_.________-""Palek",2,2,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e72db27b-3e4a-443f-87f2-b3da3a13f502.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/f0b33f66-af7b-44f1-847a-794332c07671.jpg,16.57681023,105.9317286,5,Nobody,,,12,12,,,,
ud92-fkv6-59cy,41925,_______,13 - 04 - Phin,"04-10-145-_._______-""Salaetai",2,4,2,,2,13,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8fe02144-4c3d-4282-90cb-cefabb4e7d5a.jpg,Yes,Not well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/cf8b326a-13d5-4b9b-bee0-7b96a2c904fd.jpg,16.485946,105.7981581,13,Nobody,,,12,12,,,,
um9s-7k9t-fams,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",2,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8d16b53c-a46f-4a6b-af3f-d186ad3e2138.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/270a467e-f225-469b-b91c-a19834e76dc8.jpg,16.37211618,106.083068,15,Nobody,,,12,12,,,,
uqbe-a7kw-p17y,41925,_______,13 - 04 - Phin,"04-07-041-_.______ 9-""Mailekkaw",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/238005fc-51c8-4138-82d1-0a56c34d7c86.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/8389c2d6-7ea7-4886-965f-a8a846ec1af1.jpg,16.58319614,105.8822095,,Nobody,,,,,,,,
w9v0-4uq5-epd5,41925,_______,13 - 04 - Phin,"04-10-145-_._______-""Salaetai",2,5,2,,2,25,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2faef2ec-7258-42d2-baa6-5a0a5ab6dc40.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/01b8e8f2-8e8d-4f98-a1c9-627ad4abd989.jpg,16.48489668,105.7970961,25,Nobody,,,12,12,,,,
wa88-jx2m-nnea,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",5,5,2,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ccac0b43-ed1d-4683-879e-b7a32917cb6b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/ca2cf2f7-cb24-456a-a822-3f35403ce9fb.jpg,16.40690151,106.0678683,5,All,________,,12,12,,,,
wnv8-s61x-m07x,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",5,5,2,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b9930528-be0a-4325-93b9-969028a90943.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/b3dbe421-ace4-469e-954d-ef9e55be3792.jpg,16.40746883,106.0670919,7,All,Safe,,12,12,,,,
y30n-ur2n-30an,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",2,5,4,,2,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/df06d0a7-64bd-47cf-b4d0-51e3bd913bd1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/4d620762-5280-4bd0-8c62-90b177a2ce4b.jpg,16.60735814,105.9197643,9,Nobody,,,12,12,,,,
ysex-gkst-cf7h,41925,_______,13 - 04 - Phin,"04-10-082-_._________-""Salaephonexai",5,5,2,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/515fafe0-14b3-40b5-bf80-5f5d297b2517.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/fccbe40c-4c1f-4b26-a924-d5a474b30142.jpg,16.46576657,105.8468706,16,All,Safe,,12,12,,,,
12t2-3jr3-x2wy,41926,______ Viengthong,13 - 04 - Phin,"04-11-091-_._______-""Tathaixe",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2f5f99d3-33ad-4d83-b96e-c2da1c3e9ebd.jpg,No,,Community,No,Not working,Community,International institution,International institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/bbbfc8f8-a4f5-4f75-9bad-0fef99ba094b.jpg,16.28174907,105.9560579,,All,Religious belief,,,,,,,
16gt-e2ne-wjp1,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-067-_._____-""Nathou",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b8291842-fe48-498d-9e42-c0c2656faac7.jpg,No,,Community,No,Not working,Community,National institution,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/7df35a5f-e7d2-4d55-8c64-d90ce2d2d976.jpg,16.71139679,105.8786914,,,,,,,,,,
1nf6-syau-k8n1,41926,______ Viengthong,13 - 04 - Phin,"04-11-097-_._______-""Kamebxe",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8d352ed6-be9f-49f1-a867-1653899fdc6e.jpg,No,,___________,No,Not working,Nobody,National institution,Don't know,< 5 years,Nobody,,https://akvoflow-34.s3.amazonaws.com/images/657b8158-ed03-4518-aa70-fdf11e6c3a38.jpg,16.26333176,105.9163673,,Nobody,,,,,,,,
1p0d-smk0-x1me,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-065-_._______-""Nonglouang",5,5,4,,4,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/37d2687b-db61-4b93-ac8c-f230b7c3ea0b.jpg,Yes,Works well,School,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/37e1f21b-6815-4c77-84a9-bac8295d7ede.jpg,16.70411719,105.9158559,16,All,Religious belief,,8-Sep,12,,,,
1sv3-950x-rtfa,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-064-_.____-""Phalou",2,5,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9aaf5b37-b486-43f3-acb5-4d0e8186717b.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/09a00716-b1cc-4b05-aef1-4acb69498390.jpg,16.73418356,105.9593823,8,Nobody,,,0-4,12,,,,
2710-pdgt-hhkg,41926,___ ______ _______,13 - 04 - Phin,"04-01-006-_____-""NaJan",3,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/365ba044-9052-401f-9e8b-833d18689d58.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/67cff9fd-2759-41cd-9450-585e64854307.jpg,16.52024221,105.9862415,15,Half,Good colour,,12,12,,,,
37he-6j6h-a1dt,41926,______ Viengthong,13 - 04 - Phin,"04-11-097-_._______-""Kamebxe",5,5,4,,4,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4a26efc1-f9b0-4159-8539-6d394ac6fcd7.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/5447c6f5-61c4-4d79-8a42-ae473f34a7c3.jpg,16.26470697,105.9017529,8,All,Religious belief,,12,12,,,,
3jsu-9kq6-02tv,41926,______ Viengthong,13 - 04 - Phin,"04-11-093-_.________-""Tathaikhok",5,5,5,,5,1,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ebda1a93-cc6a-4462-b463-9cd34aec31a8.jpg,Yes,Works well,Wat,Yes,,National institution,National institution,Don't know,< 5 years,National institution,When break down,https://akvoflow-34.s3.amazonaws.com/images/b1a10d23-fbc4-418e-a4fd-6d0e78cb1344.jpg,16.24399475,105.9765132,1,All,Religious belief,,12,12,,,,
3tsd-n8q0-x2rj,41926,_____ Kayson,13 - 04 - Phin,"04-08-063-_.___________-""Nathomkaw",5,5,4,,4,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/65df92b0-bf70-4b62-9d24-b169b22cc70a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/d901240f-32bc-4381-b289-289dfc7ea819.jpg,16.62225679,105.9208151,8,All,Good colour,,12,12,,,,
50k4-8r8p-0t0e,41926,______ Viengthong,13 - 04 - Phin,"04-11-094-_._____-""Nonxay",5,5,4,,4,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d2a838fb-fdbd-4e83-9836-513bff3423c8.jpg,Yes,Works well,Community|School,Yes,,National institution,National institution,Don't know,5-Oct,National institution,When break down,https://akvoflow-34.s3.amazonaws.com/images/e8e1e0ea-3337-40f5-9644-fe8da543eefd.jpg,16.26246743,105.9163082,20,All,Religious belief,,12,12,,,,
57y5-wwsm-vpf2,41926,_______,13 - 04 - Phin,"04-10-078-_.___________-""Alouynoi",2,5,2,,2,37,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/29957792-aa67-4117-bc8f-f9d3e4af5a34.jpg,Yes,Works well,School,Yes,,______,International institution,International institution,< 5 years,______,_________________,https://akvoflow-34.s3.amazonaws.com/images/3f43bf2f-decb-4760-83e9-931a51657f57.jpg,16.54702333,105.7776924,37,Nobody,,,12,12,,,,
5tms-andr-1g0c,41926,______ Viengthong,13 - 04 - Phin,"04-11-093-_.________-""Tathaikhok",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/eb77ab30-7c71-4481-9d0c-15e51273f910.jpg,No,,Community,No,Not working,Community,National institution,Don't know,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/6b66d7cc-599a-4e1c-9ac5-540cea6bd91c.jpg,16.24693389,105.9542793,,All,Religious belief,,,,,,,
5wjb-qkjq-ftpj,41926,_______,13 - 04 - Phin,"04-10-074-_.________-""Alouamay",2,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1b2f64d4-0e94-4200-b81e-ef81835cb264.jpg,Yes,Works well,School,Yes,,______,International institution,International institution,< 5 years,______,________________,https://akvoflow-34.s3.amazonaws.com/images/0f742959-e072-446f-bcda-715c6718a5c9.jpg,16.57549111,105.7970434,15,Nobody,,,12,12,,,,
65ft-4ctj-hp7h,41926,___ ______ _______,13 - 04 - Phin,"04-06-037-_.________-""Xongpouey",2,2,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d51ab2ea-15f0-4071-8e61-e37a2d6ae308.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/d7daa0d3-c071-4f65-8902-174e53d44305.jpg,16.59149323,105.9296677,10,Nobody,,,12,12,,,,
6xkv-4c33-847k,41926,_____ Kayson,13 - 04 - Phin,"04-08-060-_.______-""Naphokham",2,2,4,,2,1,0,BH,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/21ea0230-6051-4e24-a7b0-84a44beca378.jpg,No,,Private,Yes,,Private,National institution,National institution,5-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/0a88bac0-347f-4746-ac26-779cb60bd2cd.jpg,16.63164809,105.9207581,1,Nobody,,,12,10-Nov,,,,
6y1r-3we3-qr1p,41926,_____ Kayson,13 - 04 - Phin,"04-08-063-_.___________-""Nathomkaw",5,5,4,,4,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b948ebda-672e-4cd3-bedb-8c246876fbb4.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/789d83b0-8c2c-40c8-81a1-2a09d72ac4f9.jpg,16.62352629,105.920954,2,All,Good colour,,12,12,,,,
7g35-4utf-cydf,41926,_______,13 - 04 - Phin,"04-10-080-_._______-""Khonken",2,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/92c27d0e-589d-4443-962d-e93b1c752955.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/72485be2-0998-4201-9876-38a984050602.jpg,16.5285078,105.7983997,,Nobody,,,,,,,,
7ngt-aykd-4jev,41926,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,2,4,,2,17,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a9210506-351c-4a5e-9d2e-85a47f1781b8.jpg,No,,Community,Yes,,Community,National institution,National institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/d769c967-09ad-40f7-820d-89bfa93204ba.jpg,16.65379249,105.9306951,17,All,Good taste,,12,12,,,,
8524-0ptf-m8sk,41926,___ ______ _______,13 - 04 - Phin,"04-06-037-_.________-""Xongpouey",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e34e88f1-42b5-491f-a0f2-c6424526622c.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/3671d87d-57af-46e6-96fb-e28c82762c87.jpg,16.58952527,105.9301411,,,,,,,,,,
8g1f-svgg-gmpm,41926,______ Viengthong,13 - 04 - Phin,"04-11-093-_.________-""Tathaikhok",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e7bb3071-fa81-497e-ba9a-eaafbd68aa99.jpg,No,,Community|School,No,Not working,National institution,National institution,Don't know,5-Oct,National institution,,https://akvoflow-34.s3.amazonaws.com/images/8dab2961-e70a-43e2-98cd-2595a96db5d9.jpg,16.24662993,105.9531919,,All,Religious belief,,,,,,,
8k18-d5tq-8yfb,41926,______ Viengthong,13 - 04 - Phin,"04-11-097-_._______-""Kamebxe",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/25e1d65c-55fc-4809-92a9-2203f4e55738.jpg,No,,Community,No,Not working,Community,National institution,Don't know,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/2774b766-165e-40c7-9a1d-b0d534f07422.jpg,16.26355713,105.9083792,,All,Religious belief,,,,,,,
98eb-ebjd-90vn,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-064-_.____-""Phalou",2,5,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d92c4fe7-89fa-4c46-ab1f-5068c4f1f883.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/4a4d7489-690b-4446-86ca-d0c8ea97d9df.jpg,16.73423548,105.9597878,8,Nobody,,,12,12,,,,
9f6x-w3s6-ysu9,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-067-_._____-""Nathou",5,5,4,,4,21,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6b18b067-bb01-4562-9eb1-5a3f1122fdb7.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International institution,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/2fed03ed-2f22-434c-acf2-e67b6d32db73.jpg,16.71133817,105.8771246,21,All,Religious belief,,12,12,,,,
afc3-25a5-0c9y,41926,______ Viengthong,13 - 04 - Phin,"04-11-094-_._____-""Nonxay",5,5,4,,4,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/db3db330-e775-48fd-8c19-c5a2ea9a8c9f.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/513e4fee-ffd7-4bf9-9baf-902e356e6fb0.jpg,16.26394728,105.9048053,2,All,Religious belief,,12,12,,,,
ahwf-ht1b-sq0e,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-065-_._______-""Nonglouang",5,5,4,,4,17,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bd24cc8e-5c57-49d0-8ffb-4aa5e1f4cc35.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/44e77648-c243-4764-a973-d939d4419b82.jpg,16.70401595,105.9127156,17,All,Good taste,,12,12,,,,
avsj-vny8-ajrv,41926,_______,13 - 04 - Phin,"04-10-080-_._______-""Khonken",2,5,2,,2,21,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/77461a30-6c1a-4286-9f1d-047afa6723f5.jpg,Yes,Not well,School,Yes,,______,International institution,International institution,5-Oct,_______,________________,https://akvoflow-34.s3.amazonaws.com/images/335da7f6-4861-4579-823a-6e829baa5372.jpg,16.5353958,105.8004685,21,Nobody,,,12,12,,,,
bbg7-qwj5-8npg,41926,___ ______ _______,13 - 04 - Phin,"04-06-037-_.________-""Xongpouey",5,5,4,,4,23,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0b66569e-bc0e-40c6-94b1-d3576a708492.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/125188c8-4162-4006-9f65-9668942a73a8.jpg,16.58953151,105.931526,23,All,Good colour,,12,12,,,,
bdxg-f369-tr4a,41926,______ Viengthong,13 - 04 - Phin,"04-11-094-_._____-""Nonxay",5,2,4,,2,37,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bf585ab4-0c2c-4ff6-8d1d-e7ed66c5802e.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/40e742f0-c826-492b-b478-40749ac5f5a1.jpg,16.26063419,105.9265775,37,All,__________________,,12,12,,,,
bsp0-fyp7-apyd,41926,_____ Kayson,13 - 04 - Phin,"04-08-056-_.__________-""Naxaengkaw",2,5,4,,2,4,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/98bf9d31-4b7c-498c-812b-801b262981ed.jpg,Yes,Not well,Community,Yes,,Community,National institution,Don't know,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/892d6b13-bc61-4999-8094-8e6b947f3163.jpg,16.64287211,105.9311123,4,Nobody,,,12,12,,,,
bxty-kar8-drqp,41926,________ Vonglakhone,13 - 04 - Phin,"04-09-067-_._____-""Nathou",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3c0ad39a-544a-466b-b1ec-3677cac0d515.jpg,No,,Community,No,Not working,Community,National institution,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/462360b5-66a7-4563-af35-209b3398a475.jpg,16.70764581,105.8784046,,,,,,,,,,
ckpe-mjgc-23pw,41926,______ Viengthong,13 - 04 - Phin,"04-11-091-_._______-""Tathaixe",2,5,4,,2,22,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5d1ea434-d447-4226-8efb-2863f872a064.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/af6eb3b1-2f39-41ef-8d2c-fe4c63b27caa.jpg,16.27255709,105.9634185,22,Nobody,,,12,12,,,,
